event_id,sample_id,role,event_time,event_type,event_text,label,target_text
E-0307,470,responder,2026-01-01T03:26:10Z,alert,Alert received: High entropy DNS query 6gstfs2yzb4k8oiz8sjtxa9.img.secure.xyz from SRV-29,high_risk,"Classify as potential exfiltration. Recommend: collect DNS logs, block domain if confirmed, isolate host pending approval."
E-0308,471,observer,2026-01-08T09:29:43Z,endpoint,Suspicious process rundll32 executed on WS-108 by user unknown,anomalous,Raise alert: suspicious execution; collect process tree and quarantine if needed.
E-0309,472,observer,2026-01-15T23:21:41Z,dns,High entropy DNS query d939eseqgm5vwipgsemu52vtjxu1kau.img.secure.tk from WS-130,anomalous,Raise alert: suspected DNS tunneling; collect DNS logs for confirmation.
E-0309,473,responder,2026-01-15T23:21:41Z,alert,Alert received: High entropy DNS query d939eseqgm5vwipgsemu52vtjxu1kau.img.secure.tk from WS-130,anomalous,"Classify as potential exfiltration. Recommend: collect DNS logs, block domain if confirmed, isolate host pending approval."
E-0310,474,observer,2026-01-18T18:59:15Z,dns,High entropy DNS query 9glfri8mqeeb6bznc9q884jxz.img.account.tk from WS-170,anomalous,Raise alert: suspected DNS tunneling; collect DNS logs for confirmation.
E-0311,475,observer,2026-01-03T04:45:05Z,auth,Multiple failed logins (27) for user fatma on WS-204 from 10.5.122.218,anomalous,Raise alert: possible brute force; recommend rate limiting and MFA challenge.
E-0311,476,responder,2026-01-03T04:45:05Z,alert,Alert received: Multiple failed logins (27) for user fatma on WS-204 from 10.5.122.218,anomalous,"Classify as credential attack. Recommend: enable MFA, rate limit, lock account if threshold exceeded."
E-0312,477,observer,2026-01-04T20:45:13Z,dns,DNS query mail.office.com from WS-092,benign,Normal DNS activity; no action needed.
E-0313,478,observer,2026-01-17T05:28:45Z,dns,High entropy DNS query ccug7rq8lyyxe7qyo7zww54a6i2koe6r.img.secure.top from WS-106,anomalous,Raise alert: suspected DNS tunneling; collect DNS logs for confirmation.
E-0313,479,responder,2026-01-17T05:28:45Z,alert,Alert received: High entropy DNS query ccug7rq8lyyxe7qyo7zww54a6i2koe6r.img.secure.top from WS-106,anomalous,"Classify as potential exfiltration. Recommend: collect DNS logs, block domain if confirmed, isolate host pending approval."
E-0314,480,observer,2026-01-11T01:31:47Z,netflow,Unusual outbound connection from WS-170 to 10.107.82.166:4444 bytes_out=49072,anomalous,Raise alert: suspicious C2/exfil pattern; verify destination reputation and isolate if confirmed.
E-0315,481,observer,2026-01-04T06:28:56Z,netflow,Unusual outbound connection from SRV-23 to 47.207.9.225:53 bytes_out=1988535,anomalous,Raise alert: suspicious C2/exfil pattern; verify destination reputation and isolate if confirmed.
E-0315,482,responder,2026-01-04T06:28:56Z,alert,Alert received: Unusual outbound connection from SRV-23 to 47.207.9.225:53 bytes_out=1988535,anomalous,"Classify as possible C2. Recommend: block destination IP, isolate host if beaconing persists, hunt IOCs."
E-0316,483,observer,2026-01-05T03:21:44Z,app,Service api_gateway responded 200 OK on WS-113,benign,Normal application health event.
E-0317,484,observer,2026-01-12T00:09:55Z,auth,User mahmoud login success on SRV-06 from 10.35.117.97,benign,Normal authentication event.
E-0318,485,observer,2026-01-13T05:48:38Z,dns,DNS query cdn.microsoft.com from DC-01,benign,Normal DNS activity; no action needed.
E-0319,486,observer,2026-01-04T03:55:19Z,auth,User mohamed login success on SRV-09 from 10.0.220.134,benign,Normal authentication event.
E-0320,487,observer,2026-01-11T09:53:06Z,netflow,Outbound connection from WS-118 to 10.50.217.35:53 bytes_out=1002637,benign,Normal network flow.
E-0320,488,responder,2026-01-11T09:53:06Z,alert,Alert received: Outbound connection from WS-118 to 10.50.217.35:53 bytes_out=1002637,benign,Dismiss as low risk; continue monitoring.
E-0321,489,observer,2026-01-15T12:31:49Z,dns,High entropy DNS query a7h7aynu0xgj1qq81xrzn0994lx994.sync.verify.pw from WS-279,anomalous,Raise alert: suspected DNS tunneling; collect DNS logs for confirmation.
E-0321,490,responder,2026-01-15T12:31:49Z,alert,Alert received: High entropy DNS query a7h7aynu0xgj1qq81xrzn0994lx994.sync.verify.pw from WS-279,anomalous,"Classify as potential exfiltration. Recommend: collect DNS logs, block domain if confirmed, isolate host pending approval."
E-0321,491,consultant,2026-01-15T12:31:49Z,correlation,Correlation analysis for High entropy DNS query a7h7aynu0xgj1qq81xrzn0994lx994.sync.verify.pw from WS-279,benign,No strong evidence of coordinated attack; document findings and continue monitoring.
E-0322,492,observer,2026-01-17T00:03:36Z,app,Service hr_portal responded 200 OK on WS-061,benign,Normal application health event.
E-0323,493,observer,2026-01-14T08:44:02Z,app,Service billing error 502 spike on SRV-15,anomalous,Investigate service degradation; check downstream dependencies and recent deployments.
E-0323,494,responder,2026-01-14T08:44:02Z,alert,Alert received: Service billing error 502 spike on SRV-15,anomalous,Prioritize incident and assign to analyst; gather supporting telemetry.
E-0324,495,observer,2026-01-07T09:15:43Z,dns,DNS query cdn.cloudflare.com from WS-114,benign,Normal DNS activity; no action needed.
E-0325,496,observer,2026-01-02T09:28:28Z,endpoint,Endpoint AV scan completed on WS-090 (no threats),benign,Normal endpoint security event.
E-0326,497,observer,2026-01-07T22:36:39Z,app,Service billing responded 200 OK on WS-100,benign,Normal application health event.
E-0327,498,observer,2026-01-03T02:35:22Z,endpoint,Endpoint AV scan completed on WS-142 (no threats),benign,Normal endpoint security event.
E-0328,499,observer,2026-01-02T15:58:20Z,netflow,Outbound connection from WS-047 to 10.141.115.156:3389 bytes_out=955698,benign,Normal network flow.
E-0329,500,observer,2026-01-10T21:10:23Z,dns,High entropy DNS query 6q8q2y4pv33b4hqeyoou0w78aqpsfz.sync.secure.pw from WS-260,anomalous,Raise alert: suspected DNS tunneling; collect DNS logs for confirmation.
